DATE,Accommodation,Accommodation and Food Services,Activities Related to Real Esta,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services ,Air Transportation ,"Architectural, Engineering, and Related Services",Automotive Equipment Rental and Leasing,Automotive Repair and Maintenance,Average Hourly Earnings of All Employees Construction,Average Hourly Earnings of All Employees Education and Health Services,Average Hourly Earnings of All Employees Financial Activities ,Average Hourly Earnings of All Employees Goods Producing ,Average Hourly Earnings of All Employees Information ,Average Hourly Earnings of All Employees Leisure and Hospitality ,Average Hourly Earnings of All Employees Other Services ,Average Hourly Earnings of All Employees Private Service Providing ,Average Hourly Earnings of All Employees Professional and Business Services ,Average Hourly Earnings of All Employees Total Private ,"Average Hourly Earnings of All Employees Trade, Transportation, and Utilities ",Average Hourly Earnings of Production Employees Manufacturing ,Average Weekly Earnings of All Employees Construction ,Average Weekly Earnings of All Employees Information ,Average Weekly Earnings of All Employees Manufacturing ,Average Weekly Earnings of All Employees Other Services ,Average Weekly Earnings of All Employees Total Private ,Average Weekly Earnings of Production Employees Manufacturing ,Average Weekly Hours of All Employees Goods Producing ,Average Weekly Hours of All Employees Other Services ,Average Weekly Hours of All Employees Private Service Providing ,Average Weekly Hours of All Employees Total Private ,Business Support Services ,Civic and Social Organizations ,Computer Systems Design and Related Services ,Consumer Goods Rental ,Couriers and Messengers ,Drinking Places ,Drycleaning and Laundry Services ,Educational Services ,Employment Services ,Facilities Support Services ,Federal Government ,Financial Activities ,Freight Transportation Arrangement ,General Rental Centers ,Goods Producing ,Government ,Grant making anf Giving Services ,Health Care and Social Assistance ,Information ,Investigation and Security Services ,Legal Sevices ,Leisure and Hospitality ,Lessors of Real Estate ,Local Government ,Local Government Educational Services ,Logging ,Management of Companies and Enterprises ,"Management, Scientific, and Technical Consulting Services ",Mining ,Mining and Logging ,"Mining, Logging, and Construction ",Office Administrative Services ,Other Personal Services ,"Other Professional, Scientific, and Technical Services ",Other Services ,Other Support Services ,Personal and Laundry Services,Personal Care Services,Professional and Business Services,Real Estate,Real Estate and Rental and Leasing,Religious Organisations,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Rental and Leasing Services,Repair and Maintenance,School and Employee Bus Transportation,Scientific Research and Development Services,Services to Buildings and Dwellings,Social Advocacy Organizations,Social Assistance,Special Food Services,Specialized Design Services,State Government Educational Services,Support Activities for Road Transportation,Support Activities for Transportation,Support Activities for Water Transportation,Transit and Ground Passenger Transportation,Transportation and Warehousing,Travel Arrangement and Reservation Services,Truck Transportation,Utilities,Warehousing and Storage,Waste Management and Remediation Services,Wholesale Trade
01-01-1990,190.3,889.7,59.7,613.7,583.9,70.7,124.4,19.8,91.8,26.73,24.53,38.75,25.23,35.64,13.8,18.23,24.96,30.19,25.02,20.41,14.5,924.86,1204.63,39.4,563.31,848.18,571.3,36.8,30.9,33.2,33.9,47.6,27.8,63.3,24.6,50.2,26.9,40.5,179.9,221.4,7.6,354.5,817.1,15.3,6.6,2604.9,2046.3,16.8,947.1,385.8,78.7,122.9,1063.2,72.5,1314.5,724.3,3,179.7,60.3,30.2,33.2,650.4,29.5,28.2,39.1,407.2,31,118.6,39.8,1470.4,168.5,241.3,68,155.4,68.1,133.2,9.2,90,134.7,9,146.8,50,16.7,169.2,8,50.8,11.1,26.1,348.7,36.4,84.1,64.8,42.9,29.8,542.7
01-02-1990,192.7,897.1,60.4,619.2,589,71,124.6,20,92.7,25.07,24.54,37.85,24.68,34.63,13.65,18.41,24.75,30.06,24.74,20.08,14.47,879.96,1184.35,39.8,561.51,841.16,575.91,37,30.5,33.3,34,48.1,29.8,64.6,24.9,50.6,27,40.2,189.8,222.3,7.4,353.8,821.9,15.5,6.6,2616.2,2067.7,17.7,954.4,391,79,123.3,1073.2,73,1333.4,739.3,2.8,180.2,61.6,30.3,33.1,650.9,30.2,27.8,39.6,411.3,32.1,118.1,40.1,1489.1,170.2,243.3,68.5,159.3,68.4,133.9,9.7,89.9,135.8,9.1,148.9,50,17.1,171.8,8.6,50.9,10.5,27,350,36.9,83.7,64.6,42.6,30.2,544
01-03-1990,194.7,906.8,60.7,629.7,599.3,71.2,126,20.3,93.9,24.94,24.55,37.58,24.67,35.63,13.59,18.53,24.86,30.38,24.82,20.24,14.48,895.35,1229.24,39.8,572.58,848.84,576.3,37.9,30.9,33.4,34.2,48.6,30.2,65.7,25.5,50.8,27.5,40.7,190.2,227.1,7.6,357.9,826.3,15.6,6.6,2631.5,2088.3,17.8,960.4,385.8,79.9,123.3,1088.7,73.7,1345.9,746,3,180.1,62.6,30.3,33.3,661.7,30.8,27.8,39.9,415.5,31.9,119.2,40.5,1503.5,171.1,245.5,68.6,160.8,69.5,135.5,9.8,89.7,139,9.5,149.6,51.5,17.1,175,8.6,51.4,10.4,27.3,353,37.5,85.1,64.6,43.1,30.4,545.3
01-04-1990,195.1,912.7,60.7,622.8,592.3,71.5,126.4,20.3,93.9,25.07,24.44,37.5,24.98,35.38,13.97,18.89,24.9,30.41,24.91,20.37,14.56,900.01,1255.99,39.2,595.04,864.38,570.75,37.9,31.5,34,34.7,49.8,30.3,65.3,25.1,51.1,27.3,40.6,191.4,218.9,7.5,367.1,818.9,15.3,6.8,2643.2,2101.9,18.4,965.8,387.2,80.1,123.4,1096.1,73.6,1348.8,746.9,4.1,182,62.7,30.7,34.8,671.4,30.8,27.2,39.3,415.1,29.4,118.2,40.3,1496.5,171,245.1,69.8,161.9,69.3,135,9.3,90.1,141.3,9.3,149.5,51.4,16.8,175.3,8.2,51.2,10.6,26.2,354.3,37.4,87.3,65,42.6,30.5,550.1
01-05-1990,195.1,919.1,61,633.9,603.4,71.8,126.5,20.3,94.4,24.98,24.31,35.59,24.95,34.19,13.9,18.73,24.6,30.21,24.67,20.51,14.59,924.26,1162.46,39.5,571.27,846.18,576.31,38.4,30.5,33.4,34.3,50.2,30.5,64.3,25.4,51.4,27.5,40.7,188.7,223.5,7.4,384.3,820,15.3,6.8,2655.6,2130.2,18.5,966.7,388,81.2,124.2,1107.4,73.8,1357.3,751.5,5.6,182,63.1,30.7,36.3,682.4,31.9,27.5,39.3,416.9,29.9,118.8,40.5,1499.3,171.7,246.3,69.3,162.5,69.7,135.6,9.2,89.8,144.1,9.4,150.1,52.5,16.9,176,8.3,51.4,10.7,26.7,356.6,37.9,88.4,64.9,42.7,30.5,550
01-06-1990,197,929.2,61.9,638,607.7,72.6,127.2,20.6,95.5,25.72,24.52,34.99,25.09,34.25,13.8,18.55,24.53,30.31,24.64,20.27,14.72,910.49,1209.03,39.4,575.05,850.08,579.97,37.9,31,33.7,34.5,49.7,30.7,64.7,25.8,51.6,27.6,41.2,181.8,225.9,7.6,383.8,822.5,15.3,6.8,2675.7,2124.9,17.4,972.7,389.6,80.5,128,1122.2,73.6,1354.6,740.4,6.7,181.4,63.6,31.1,37.8,697.1,32.2,27.8,39.7,418.5,29.9,119.4,40.4,1507.2,172.5,248.1,68.9,162.1,70.4,137,9.2,90,146.2,9.6,151.8,53.7,17.2,172.1,8.3,51.3,10.2,27.4,360.6,38.4,90.8,65.1,42.9,30.3,552.5
01-07-1990,199.9,935.2,64.8,643.1,612.3,73,127.4,20.8,96.1,26.07,24.76,34.69,25.28,35.08,13.78,19.06,24.66,30.4,24.78,20.43,14.85,920.27,1287.44,39.2,602.3,872.26,582.12,37.8,31.6,34.6,35.2,49.6,31.8,67.6,26,51,28.2,40.9,165.8,230.3,7.9,376.2,818.6,15.5,6.9,2682.2,2015.6,17.8,978.5,393.1,82,128.7,1132.9,74.9,1267.6,640.9,7.3,180.2,64.7,31.3,38.6,699.7,31.3,28.6,39.6,421.2,31.4,119.9,40.1,1509.9,176.8,248.8,68.5,164.1,70.8,137.2,8.8,88.9,144.9,10.1,154.1,54,17,154.8,8.4,52.2,10.7,27.1,363.6,38.3,92,66,43.3,30.8,549.7
01-08-1990,200.4,937.8,64.5,648.1,617.2,73.4,127.2,20.9,96.4,26.35,24.63,33.87,25.29,34.52,13.74,18.78,24.25,29.59,24.46,20.13,14.76,930.16,1249.62,39.7,578.42,848.76,585.97,37.9,30.8,34,34.7,49.8,32,68.2,26.4,51.5,27.9,40.8,169.1,230.6,8.3,364,818.9,15.7,6.8,2694.3,1965.9,17.8,982.9,393.4,83.1,128.1,1136.1,74.8,1232.3,607.4,7.3,178.4,65,31,38.3,704.8,31.7,28.7,40,420.7,32.5,119.4,39.6,1513.6,176.7,249,68.1,164.1,71.1,137.2,7.6,88.2,146,10.3,155.7,53.5,17.1,152.5,8.4,52,10.4,25.9,363.9,38.7,93,66,43.5,30.9,549.1
01-09-1990,198.5,934.6,64.3,651.6,620.7,73.7,125.7,21,96,26.77,24.73,33.42,25.54,35.34,13.84,19.07,24.49,30.14,24.7,20.35,14.8,950.34,1289.91,39.9,600.71,869.44,590.52,38.1,31.5,34.5,35.2,49.5,31.2,68.5,26.6,51.8,28,41.1,177.9,234.1,8.3,353.3,820.2,15.9,6.7,2683.4,2046.3,18.1,985.3,393.7,83.5,125.7,1127.5,75.2,1317.2,703.7,7.5,178.1,65.4,31.3,38.8,705.6,31.7,29.6,41.1,421.6,32.2,121.1,40.2,1515.6,177,249.6,68.3,163.2,71.3,137.3,8.7,87.8,146.7,9.9,157.3,55.1,17.3,157.9,8.5,53,11.2,27.2,366.5,38.4,93.1,65.6,43.4,30.9,548.6
01-10-1990,195.4,915.4,60.5,639.9,609.2,74.3,126.8,20.2,94.7,27.13,24.68,31.92,25.58,34.75,13.72,19.02,24.15,29.76,24.44,20.11,14.78,952.26,1261.43,39.6,593.42,838.29,585.29,37.6,31.2,33.6,34.3,50.4,31.1,68.5,25.9,52.1,27.5,41.5,191.5,224.4,8.1,349.5,812,15.9,6.7,2651.8,2095.1,18.2,995.4,397.6,83.1,129.5,1105.5,73.6,1358,745.3,6.5,178.8,66.1,31.7,38.2,695.1,31.7,29.5,41.7,420.8,32.5,121.6,40.1,1514.7,170.1,245.9,68.6,163,70.3,136.2,9.8,89,143.9,9.7,155.6,54.1,16.7,170.5,8.3,52.5,10.6,27.4,367,38.5,92.4,65.6,44.2,30.7,555
01-11-1990,195.2,915.9,60.4,638.5,608,74.3,127,20.3,94.1,27.4,25.01,32.49,25.71,35.36,13.83,19.35,24.23,29.54,24.52,19.98,14.84,953.52,1280.03,39.4,580.5,836.13,584.7,37.3,30,33.5,34.1,50.6,31.1,68.9,25.5,52.4,27.6,41.1,195,223.1,8.2,349.1,808.5,15.9,6.7,2622.5,2108.7,18.7,1001.1,400,82.6,130.1,1103,72.6,1369.9,756.9,5.3,178.2,66.6,31.8,37.1,684,31.9,29.6,42.6,419.5,32.7,120.9,39.7,1516.1,168.5,244.4,68.5,163,70,135.6,9.8,88.8,144.2,9.6,155.7,54.3,16.8,174.5,8.2,52,10.1,27.5,367.3,38.2,93,65,44.2,30.5,554.3
01-12-1990,195.2,916.9,60.8,636.2,605.7,74.7,129.3,20.1,93.7,27,25.02,32.5,25.5,35.45,13.99,19.2,24.22,29.5,24.46,20.15,14.99,931.5,1258.48,40,595.2,848.76,599.6,37,31,34.2,34.7,49.5,30.6,69.8,26.4,52.4,28.4,40.8,193.6,223.9,8,351.8,816.9,16.4,6.8,2601,2106.6,18.6,998.8,399,82.7,134.7,1105.1,74.5,1368.5,755.5,3.5,178.7,65.4,32.1,35.6,670.2,32.1,29.9,43.7,418.3,30.3,120.5,39.4,1524.6,170.9,247.1,69.1,162.8,70.7,135,9.8,88.8,143.8,9.9,158.2,54.5,16.9,172.3,8.2,51.3,10.8,27.6,371.7,38.5,95.2,65,44.3,30.5,556.4
01-01-1991,187,894.5,61,591,561.5,75.5,127.1,20.4,92.8,24.83,25.05,31.87,25.03,35.3,14.15,19.2,24.02,28.84,24.22,20.05,15.02,821.87,1210.79,38.5,570.24,808.95,578.27,35.9,29.7,32.8,33.4,49.2,29,72.6,26,50.7,27.7,41.1,180.1,194.7,7.9,345.2,814.1,16.8,6.6,2506.4,2086,17.7,1005.3,395.6,79.6,131.1,1065.8,75,1357.2,744.2,2.3,186,61.6,30.9,33.2,594.6,29.7,29,43.4,413.3,30.5,120.7,40,1488.1,170.6,245.4,68.4,159.4,70.3,133.2,7.8,86.1,136.5,9.9,159.5,40.3,16.4,167.7,8.3,51.3,11.7,26.2,368.7,36.8,90.6,66.1,45.1,29.5,553.1
01-02-1991,186.2,909.4,61.6,587.8,558.4,75.2,127.5,20.6,93.6,25.01,25.09,32.03,24.65,35.45,14.05,19.11,24.07,28.74,24.19,20.17,14.94,845.34,1215.94,39.1,571.39,812.78,584.15,36.6,29.9,33,33.6,48.9,30.3,73.9,26,50.4,27.6,40.8,188.8,189.2,7.9,345.2,813.7,16.9,6.5,2498.6,2104.7,18.3,1008.4,396.2,80.8,131.8,1081.4,74.6,1370.5,754.8,2.4,186.2,62.4,30.6,33,589.6,29.7,28.4,46.7,416.4,31.1,120.4,40.5,1499,170.9,246.1,68.4,162.2,70.6,133.8,7.6,86.5,137,10.2,161.8,40.1,16.6,172.2,8.5,51.1,11.1,25.4,365.8,36.9,89.6,65.9,44.9,29.4,552.8
01-03-1991,187.4,916.7,61.7,591.5,562.2,74.5,127.6,20.7,93.6,25.21,25.02,31.5,24.99,35.23,14.11,19.05,24.38,29.8,24.5,20.6,14.87,887.39,1264.76,39.8,588.65,845.25,591.83,37.4,30.9,33.9,34.5,48.9,30.4,74.2,26,51.2,28,40.9,189.1,192.5,8,346.3,816.9,17.1,6.6,2484.3,2121.1,18.5,1013.2,399.7,80.8,132.7,1095.9,76.1,1379.3,761.8,2.2,188.4,62.8,30.1,32.3,581.3,29.7,28.4,47,417.5,30.4,120.8,40.8,1507.6,172.9,248.9,68.2,162.8,71.2,133.9,8,86.1,138.3,10.3,163.7,40.7,16.6,177.8,8.7,51.7,11,25.5,366,36.9,89.3,65.8,44.7,29.3,552.4
01-04-1991,184.4,942.2,61.2,590.9,561.2,74.5,124.7,19.2,95.6,25.4,24.9,31.51,25.12,34.77,14.31,18.94,24.49,30.63,24.61,20.46,14.89,899.16,1227.38,39.6,579.56,834.28,589.64,37.4,30.6,33.1,33.9,49.6,30.7,76.4,24.8,49.4,28.1,41.1,181.3,195.7,7.5,346.7,808.7,17.4,6.7,2488.9,2124.7,18.1,1025.2,398.8,77.6,132.3,1120.8,75.9,1382,761.5,3,190.7,59.1,30.8,33.8,584.6,30.7,27.7,45.8,419.8,26.8,120.8,41.3,1493.9,172.3,244.8,68.7,163.6,67.7,135.4,7.9,84.1,138.4,10.5,167.1,51.5,16.3,176.3,8.3,50.5,10.2,25.3,365.7,37.6,90.1,66.5,46.7,29.7,553.3
01-05-1991,185.3,953.7,61.4,594,564.3,74.1,123.9,19.1,96.3,25.7,24.96,30.98,25.4,34.95,14.2,18.83,24.36,30.62,24.56,20.31,14.85,912.35,1230.24,39.5,572.43,835.04,586.58,37.3,30.4,33.4,34,49.8,31.1,75.7,24.8,49.7,28.6,41,178.8,195.1,7.8,347.4,807.8,17.1,6.8,2494,2129.3,18.6,1026.4,397.7,78.1,132,1137,76.3,1385.4,764.6,4.3,190.3,59.3,30.8,35.1,597.9,30.8,27.2,46.5,420.8,27.3,120.3,41.3,1487.6,173.3,245.9,68.7,164.7,67.8,135.8,8,83,140.4,10.6,168.6,52.5,16.4,175.6,8.1,50,9.8,26.1,368.3,37.9,91.6,66.4,48,29.7,554.7
01-06-1991,187.7,960.5,61.8,596.7,566.8,74.3,124,19.2,97.4,26.44,24.95,31.12,25.79,34.75,14.09,19.18,24.38,30.66,24.65,20.4,14.89,951.84,1244.05,40,611.84,857.82,595.6,37.8,31.9,34.2,34.8,50.2,31.5,75.2,24.8,50.1,28.7,41.2,167.8,197.1,7.9,348.8,806.3,17.4,6.9,2506.3,2127,18.6,1031.2,400.6,77.4,134.6,1147.5,76.4,1382.5,752.4,5.3,190.5,59.1,31.1,36.4,609.3,30.8,27.3,46.6,423.5,26.9,120.8,41.5,1487.5,174.1,246.9,68.3,165.9,67.8,136.8,8.4,82.6,141.4,11,170.3,53.5,16.4,173.5,8.3,50.5,9.8,26.8,372.5,38,93.1,66.6,49,29.9,554.7
01-07-1991,187.6,954.5,66,602.1,571.6,75,124.1,19.5,96.7,26.07,25.04,30.86,26.05,34.59,14.08,19.29,24.34,30.76,24.67,20.24,14.86,930.7,1221.03,39,588.35,841.25,579.54,37.5,30.5,33.4,34.1,49.8,32.2,77.7,25,50,28.6,40.9,161.6,194.6,8.5,350.2,806,17.2,7.1,2504.5,2016.9,18.2,1030.7,395.8,80.9,135.8,1147.1,77.3,1288.7,647.2,6.3,193.9,57.7,30.6,36.9,611.9,29.2,28,47.6,422.1,29.9,120.4,40.9,1499.6,180.8,249.5,67.9,166,67.9,135.7,8.6,79.1,144,11.1,172.4,45.8,16.4,155.6,8.4,50.8,10.3,26.8,376.8,38.4,96.4,67.2,48.6,30.5,553.6
01-08-1991,188.9,957.2,66,604.4,573.9,74.8,123.5,19.7,97.3,26.67,25.49,30.3,26.19,34.82,14.08,19.24,24.27,30.12,24.64,20.29,14.76,965.45,1232.63,39.9,598.36,847.62,588.92,37.8,31.1,33.6,34.4,49.6,31.7,77.8,25.1,50.1,28.7,40.7,158.1,195.4,8.6,349.9,808.7,17.2,7,2524.9,1980.5,18,1032.1,396.1,81.5,134.9,1150.6,76.7,1256.6,619.9,6.6,193.2,58.1,29.9,36.5,617.9,29.3,28.3,48.4,422.1,30.2,120.6,40.9,1504.2,179.9,248.4,67.8,165,67.9,136.5,7.1,78.9,144.6,11,172,46.7,16.5,151.8,8.4,50.1,9.8,25.5,375.6,38.3,97,67.1,48.6,30.5,552.2
01-09-1991,185.3,952.7,65.6,610,579.6,74.8,123.1,19.4,97.6,26.2,25.44,30.22,26.45,34.94,14.06,19.33,24.42,30.49,24.82,20.4,14.8,937.96,1243.86,40.2,599.23,851.33,594.96,38,31,33.5,34.3,49.2,31.2,77.6,25.3,50.2,28.7,40.9,170.6,200.4,8.9,348.3,799.8,17.3,7,2513.5,2061.5,17.9,1033.9,394.8,82.9,133.1,1140.8,76.4,1336.4,707.9,6.5,193,57.6,29.5,36,612.7,29.3,28.8,48.9,422.7,30.1,121.5,41.2,1506.6,179.4,247.7,68.4,164.5,67.5,136.7,9,78.1,144.6,10.9,174.2,47.3,16.3,156.7,8.5,50.3,9.8,27.2,376.3,38.1,97.3,66.6,47.3,30.4,551.3
01-10-1991,179.2,935.5,61.7,607.9,577,74.3,123.1,19.3,95.4,26.75,25.38,30.16,26.64,33.79,14.16,19.6,24.47,30.56,24.89,20.58,14.79,954.98,1209.68,39.8,603.68,853.73,588.64,37.9,30.8,33.5,34.3,48.8,30.4,78.2,24.4,50.7,27.9,41.1,181,201.7,8.6,347.7,791.9,17.5,7,2481.8,2105.2,18.5,1044.9,395.3,81.3,137.7,1120.3,73.9,1371.2,745.8,6.2,193.1,58.3,29.4,35.6,600.8,29.8,28.6,48.9,422.2,27.4,121.6,41.4,1505.4,171.5,243.5,69.7,165.6,67.2,135,8.9,78.7,145.3,10.8,173.6,43.5,16.3,167.5,8.5,50.5,9.9,27.3,375.9,37.6,96.5,66.7,47.5,30.9,554.3
01-11-1991,179.2,935.9,62.1,604.9,574.2,74,122.3,19.5,94.8,28.26,25.53,29.88,27.33,34.22,14.28,20.01,24.75,31.31,25.23,20.7,14.93,980.62,1235.34,40,626.31,878,597.2,37.7,31.3,34.1,34.8,48.6,30.5,79.5,23.9,52.1,27.8,41.1,181.5,200.6,8.6,346.2,790.3,17.6,6.7,2447,2116.4,19.3,1046.9,392.2,80.4,137.5,1118.2,73.6,1383.5,758.3,5.3,193.9,58.5,29.1,34.4,589.7,29.8,28.5,49.5,421.8,27.6,121.5,41.5,1503.5,171.6,242.9,69.7,166.1,66.5,134.2,9,78.7,144.9,10.9,174.7,43.3,16.1,169.2,8.4,50.7,10,27.4,377.4,37.4,95.5,66.4,48.6,30.7,553
01-12-1991,181.1,938.6,62.1,604,573.7,73.7,124.1,19.1,93.8,30.25,25.65,29.93,28.64,34.46,14.57,20.36,24.84,31.67,25.55,20.49,15.12,1085.98,1244.01,40.4,614.87,871.26,610.85,38,30.2,33.3,34.1,49.1,30.6,80.7,24.5,55.6,28.2,40.7,178.8,200.7,8.6,348.2,790.1,17.5,6.7,2411.1,2114.1,19.1,1051.9,387.9,80.9,138.1,1121.2,74.4,1383,755.9,3.8,192.9,58.5,28.5,32.3,572.6,30,29.1,50.2,420.8,27.4,121.4,41.5,1507.9,172.7,244.4,69.9,166.6,66.8,132.8,9,78.7,143.8,11.1,175.7,44.2,16.3,166.9,8.3,50.2,9.7,27.4,377.5,37,93.9,66.3,47.3,30.3,551.2
01-01-1992,175.5,900.9,60.1,576.1,546.3,73.1,119.2,18.9,90.9,26.95,25.6,31.02,27.87,34.4,14.48,20.36,24.85,30.95,25.41,20.84,15.01,956.73,1210.88,39.1,623.02,858.86,586.89,37.2,30.6,33.1,33.8,48.2,27.9,80.1,23.8,50.1,27,40.4,171.2,186.5,8.6,342.9,778.7,17.3,6.2,2324.2,2097.8,18.9,1050,385.3,77,131.2,1070.6,73.7,1374.2,747.6,2.2,199.5,54.9,27.9,30.1,512.3,29.8,27.7,47.3,410.9,29.7,119.3,41,1461.8,168.1,236.9,70.1,162.8,64.4,128.8,8.2,77.6,134.5,10.9,175.5,39.8,15.7,164.1,8.3,50.7,9.8,26.5,366.1,35.4,87.5,67.1,48.7,29.8,542.8
01-02-1992,176.9,909,60.5,575.6,546.3,72.3,118.9,18.9,90.1,25.28,25.65,30.84,27.7,33.38,14.35,20.64,24.92,31,25.41,21.15,14.96,841.82,1215.03,39.5,631.58,869.02,590.92,36.2,30.6,33.8,34.2,48,30,80.6,23.8,50.7,27.2,40.4,182,185.9,8.8,342.1,783.7,17.4,6,2311.6,2119.4,19.5,1056,387.4,77.8,131.5,1082.1,73.4,1390.5,763.2,2.1,199.5,55.7,27.9,30,501.3,30,27.3,47.7,412.6,29.2,118.6,40.7,1472.8,168.9,237.7,70.1,165.7,64.1,128.3,8.3,77.7,134.1,11,177.4,40.1,16.2,169.2,8.3,50.6,9.6,26.8,365.1,36,88,67,47.8,29.3,541.1
01-03-1992,177,917.2,61.2,588,558.6,72.2,119.5,19.1,92.7,26.67,25.35,30.44,28.32,33.38,14.27,20.89,25,32.19,25.59,20.9,14.97,946.79,1181.65,39.6,647.59,875.18,592.81,36.9,31,33.6,34.2,48.6,30.2,81.5,24,51.2,27.8,40.3,183.2,192.6,8.8,342.2,791.3,17.5,6.2,2337.6,2130.9,19.5,1062.5,392.3,78.9,132.7,1095,74.4,1398,768.8,2,201.1,55.9,27.9,29.9,516.9,30.3,27.4,48.3,416.8,29.5,119,41,1492.5,171.3,241,70.4,166.7,65,131.1,8.5,78,136.9,11.1,179.3,39.6,16.1,172.9,8.4,50.3,9.3,27.1,366.9,36.4,88.9,66.9,48.2,29.4,543.9
01-04-1992,178.9,936.3,60.7,591.8,561.6,71.7,117.2,18.4,93.9,26.42,25.46,30.14,28.03,34.04,14.22,20.94,24.87,31.67,25.43,20.91,14.92,903.56,1188,39.4,647.05,856.99,587.85,36.5,30.9,33.1,33.7,48.1,30.2,81.5,24.1,51.2,27.9,40,182.8,194.4,8.8,343.5,786.4,17.5,6.2,2331.4,2130.9,19.2,1067.2,388.8,77.8,131.7,1115,73,1397.3,768.2,3.1,205.6,54.9,28.2,31.3,526.7,30,27.6,47.9,415.2,30.4,118.2,40.4,1490.2,169.3,238.5,69,165,63.9,132,8.7,74.8,138.4,11.2,180.2,42.3,15.8,170.9,8,49.5,9.4,27.3,368.5,37.2,90.2,67.2,49.7,30.2,546.2
01-05-1992,179.1,944.5,61.1,599.4,569.3,72,116.8,18.6,94.8,26.62,25.28,30.21,27.88,34.54,14.3,20.9,24.6,30.79,25.19,20.77,14.94,937.02,1208.9,39.7,639.54,848.9,593.12,37.1,30.6,33.1,33.7,47.9,30.2,81.2,24,51.4,27.7,40.2,179,199.3,9,345,787.8,17.5,6.5,2335.5,2134.9,19.3,1068.4,388.1,78.1,131.5,1125.6,73.2,1398,767.5,4.6,205.4,55.4,28.1,32.7,537.8,30.2,27.7,47.9,417.5,29.7,118.6,40.4,1486,170.3,240.4,69.5,166,64.7,132.9,8.7,74.8,141.1,11.3,181,43.4,16,171.8,8,49.9,9.7,27.5,370.9,37.5,92,66.9,49.6,30.1,547.6
01-06-1992,180.6,948.1,61.7,607.3,577,71.9,116.7,18.7,95.6,27.15,25.35,29.8,28.04,34.37,14.28,20.87,24.68,31.46,25.29,20.72,15.02,966.54,1223.57,40,640.71,847.22,600.8,37.4,30.7,32.8,33.5,47.9,30.1,81.3,24.3,51.6,28.1,40.4,167.9,203.3,8.8,347,788.7,17.5,6.3,2345.4,2130.1,19.2,1071.7,386.3,78.5,133.1,1133.2,73.3,1394.1,755.3,5.3,206.2,55.9,28.3,33.6,546.9,30.2,28.2,48.2,419.2,30.7,119.4,40.5,1496.1,171.1,241.6,69.2,166.2,65.1,133.6,8.8,74.5,142.9,11.3,182.8,43.1,15.7,168.5,8,49.5,9.1,27.7,372.8,37.9,93.4,66.7,49.9,30.3,548.5
01-07-1992,181.2,957.7,61.3,616,585.5,72.2,117.8,18.8,94.9,27.52,25.08,30.53,27.56,33.77,14.24,20.5,24.68,31.78,25.2,20.79,15.09,993.47,1202.21,39.2,639.6,846.72,591.53,37.5,31.2,32.8,33.6,48.1,31.6,81.5,24.1,51.7,27.6,40.3,156.8,206.8,8.7,350,779.9,17.5,6.4,2350.9,2030.9,18.7,1077.9,383.8,84,133.4,1142.7,72.9,1309.2,662.3,5.7,207,56.3,27.7,33.4,543.9,30.1,28.4,48.4,415.9,30.4,118.4,39.6,1503.7,169.8,238.5,66.7,165,64.1,132.5,7.5,74.6,142.5,11.6,187.7,51.5,15.3,150.6,8.1,49.1,9.2,26,373.5,38,95.8,67.7,50.9,30.5,547
01-08-1992,181.2,959.3,61.8,619.7,588.7,72.3,117.5,18.9,94.7,28.03,25.3,30.94,28.03,33.37,14.19,20.84,24.91,32,25.47,21.04,15.04,1011.88,1211.33,39.7,660.63,868.53,597.09,37.4,31.7,33.4,34.1,47.8,31.8,81.6,24.2,51.9,27.5,40.7,155.3,211,8.7,349.5,783,17.5,6.4,2350.7,1988.2,18.3,1075.4,383.7,83.9,132.3,1143.7,72.9,1268.7,625.6,5.9,206.3,55.9,27.2,33.1,546.1,30.2,28.6,49,415,29.6,118.9,39.6,1504.1,170.3,239.1,66.8,164.3,64.2,131.8,6.2,74.1,142.9,11.3,186.7,51,15.2,148.5,8.1,49.1,9.2,24.8,373.3,37.8,96.1,68.1,50.7,31,546.1
01-09-1992,178.2,955.8,61.5,625.2,594.6,71.8,116.8,18.9,94.6,28.68,25.49,31.13,27.77,33.75,14.23,20.86,25.04,31.91,25.52,21.21,15.06,992.33,1204.88,39.8,632.06,849.82,599.39,36.4,30.3,32.7,33.3,48.6,30.8,81.1,24.1,52.6,27.7,40.7,172,216.1,8.7,348.9,778,17.5,6.4,2333.7,2062.2,18.4,1069.5,380.5,84.7,130.7,1136.8,72.6,1338.3,708.2,5.9,205.5,56.3,26.8,32.7,542.4,30.6,28.7,49.1,417,29.6,119,39.8,1507,169.7,238.4,70.1,166.5,64.1,131.5,8.2,73.8,141.9,11.1,183.1,52.3,15.1,153.2,8.1,49,9.1,26.9,373.8,37.5,96,67.8,49.7,30.6,543.2
