DATE,Accommodation,Accommodation and Food Services,Activities Related to Real Esta,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services ,Air Transportation ,"Architectural, Engineering, and Related Services",Automotive Equipment Rental and Leasing,Automotive Repair and Maintenance,Average Hourly Earnings of All Employees Construction,Average Hourly Earnings of All Employees Education and Health Services,Average Hourly Earnings of All Employees Financial Activities ,Average Hourly Earnings of All Employees Goods Producing ,Average Hourly Earnings of All Employees Information ,Average Hourly Earnings of All Employees Leisure and Hospitality ,Average Hourly Earnings of All Employees Other Services ,Average Hourly Earnings of All Employees Private Service Providing ,Average Hourly Earnings of All Employees Professional and Business Services ,Average Hourly Earnings of All Employees Total Private ,"Average Hourly Earnings of All Employees Trade, Transportation, and Utilities ",Average Hourly Earnings of Production Employees Manufacturing ,Average Weekly Earnings of All Employees Construction ,Average Weekly Earnings of All Employees Information ,Average Weekly Earnings of All Employees Manufacturing ,Average Weekly Earnings of All Employees Other Services ,Average Weekly Earnings of All Employees Total Private ,Average Weekly Earnings of Production Employees Manufacturing ,Average Weekly Hours of All Employees Goods Producing ,Average Weekly Hours of All Employees Other Services ,Average Weekly Hours of All Employees Private Service Providing ,Average Weekly Hours of All Employees Total Private ,Business Support Services ,Civic and Social Organizations ,Computer Systems Design and Related Services ,Consumer Goods Rental ,Couriers and Messengers ,Drinking Places ,Drycleaning and Laundry Services ,Educational Services ,Employment Services ,Facilities Support Services ,Federal Government ,Financial Activities ,Freight Transportation Arrangement ,General Rental Centers ,Goods Producing ,Government ,Grant making anf Giving Services ,Health Care and Social Assistance ,Information ,Investigation and Security Services ,Legal Sevices ,Leisure and Hospitality ,Lessors of Real Estate ,Local Government ,Local Government Educational Services ,Logging ,Management of Companies and Enterprises ,"Management, Scientific, and Technical Consulting Services ",Mining ,Mining and Logging ,"Mining, Logging, and Construction ",Office Administrative Services ,Other Personal Services ,"Other Professional, Scientific, and Technical Services ",Other Services ,Other Support Services ,Personal and Laundry Services,Personal Care Services,Professional and Business Services,Real Estate,Real Estate and Rental and Leasing,Religious Organisations,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Rental and Leasing Services,Repair and Maintenance,School and Employee Bus Transportation,Scientific Research and Development Services,Services to Buildings and Dwellings,Social Advocacy Organizations,Social Assistance,Special Food Services,Specialized Design Services,State Government Educational Services,Support Activities for Road Transportation,Support Activities for Transportation,Support Activities for Water Transportation,Transit and Ground Passenger Transportation,Transportation and Warehousing,Travel Arrangement and Reservation Services,Truck Transportation,Utilities,Warehousing and Storage,Waste Management and Remediation Services,Wholesale Trade
01-05-2004,198.1,1203.9,83.1,946.2,908.5,51,149.5,22.3,121.6,,,,,,,,,,,,21.12,,,40.9,,,863.81,,,,,61.8,34.8,167.5,31,68.5,24.9,39.4,252.6,418.8,10.6,251.6,891.7,23.9,8,2394.4,2438.1,23.9,1530.7,483.6,110.7,137.4,1447.1,64.2,1715.7,970.9,2.6,231.8,117.6,20.4,23,865.5,49.6,34.6,54.2,507,28.9,135.5,51.4,2085.6,198.1,276.1,92.6,211.9,74.9,159.6,9.2,100.5,199.3,19.8,415,48.8,23.1,214.2,13.5,76.8,18.3,34.5,421.9,29.8,109.2,56.2,60.9,37.7,653.3
01-06-2004,202.3,1212.6,83.5,956.4,917.7,51,151,22.5,122.2,,,,,,,,,,,,21.05,,,41,,,863.05,,,,,61.3,35.6,167.6,31.5,68.9,24.8,39.3,240.4,424.9,10.7,251.5,894.8,24.1,8.2,2420.4,2438.5,23,1534.7,474.1,111.8,139.6,1460.6,64.5,1717.5,964.6,2.9,232.3,118.3,20.5,23.4,884.7,50.4,35.2,54.5,508.9,28.3,135.9,51.3,2101.5,199.5,278.4,92.1,212.4,75.9,160.6,9.1,101.3,201.4,19.8,415.8,50,23.5,211.2,13.5,77.3,18.4,34.4,425.3,30.1,110.9,56.3,61.5,38.7,658.6
01-07-2004,204.6,1217.9,84.4,955.2,915.9,51.1,152.6,22.5,121.7,,,,,,,,,,,,21.42,,,40.8,,,873.94,,,,,61.1,36.9,168,31.9,68.9,24.7,39.5,224.5,427.2,10.8,252,900,24.1,8.1,2444.2,2313.1,22.2,1532,478.9,110,139.7,1471,64.8,1610,851.2,3.1,231.1,119.9,20.3,23.4,898.6,51,34.9,54.1,506.3,27.6,136.2,51.6,2101.8,200.9,280.2,88.7,210.1,76.3,160,7.7,102.4,200,20.2,416.3,49.3,23.4,193.2,13.6,79.1,19.6,33.2,428.3,29.6,113.7,55.9,60.7,39.3,657.3
01-08-2004,206,1224.2,84.7,965.7,926.6,50.7,152.6,22.3,121.3,,,,,,,,,,,,21.4,,,41.7,,,892.38,,,,,60.6,36.8,168.6,31.8,69.2,24.7,39.5,222.4,434,11.2,251.5,901.4,24.4,8.2,2455.3,2288.9,22,1537.2,479.5,111.5,138.7,1474,64.4,1591.6,834.3,3.2,231,121.2,20.3,23.5,907.6,52,34.9,54.9,504,27.9,136.4,51.7,2114.9,200.9,280.1,88.3,207.9,76.2,159.7,6,102,201.9,19.5,419.2,51,23.3,190.2,13.7,79.5,19.6,31.6,428.5,29.4,114.5,55.8,61.2,39.1,657.4
01-09-2004,202.2,1222.7,84.2,963.9,924.8,50.6,152.7,22.2,121.6,,,,,,,,,,,,21.4,,,41.3,,,883.82,,,,,60.1,35,168.2,31.6,69.5,24.7,39.6,243.5,431.8,11.1,251.6,899.9,24.6,8.3,2452.2,2355.9,22.8,1544.2,470.7,112.8,137.1,1461.3,64.3,1653.3,901,3.1,230.4,121.1,20.4,23.5,910.4,52,35,55,506.4,28.2,136.9,51.9,2111.8,200.3,279.2,91.6,209.7,75.9,159.8,8.8,101.4,201.9,19.3,426.8,52.1,23.2,195.7,13.7,80.3,20.3,34.3,432.8,28.9,114.7,55.9,61.8,39.1,657.3
01-10-2004,198.6,1210.9,84.4,969.3,930.5,50.4,153.1,22.2,120.5,,,,,,,,,,,,21.64,,,41.3,,,893.73,,,,,60.3,34.1,170,30.7,75.6,23.9,39.6,265.7,434.5,10.8,251,900.4,24.8,8.2,2429.9,2411.9,22.9,1548.1,483.5,113.4,138.5,1444.2,63.6,1698.8,944.3,3.1,230.8,124.4,20.7,23.8,907.9,53.6,34.8,55.4,504.1,28.9,136.3,51.9,2125.4,200.2,278.5,92.3,208.9,75.3,158.9,8.7,101.4,201.5,19.4,430.3,51.1,23.5,208.3,13.7,81.5,21.4,33.8,439.9,29.6,115,55.9,61.7,38.8,661.1
01-11-2004,199.3,1209.2,84.2,969.7,931,50.3,153.2,22.1,118.9,,,,,,,,,,,,21.72,,,42.1,,,914.41,,,,,60.5,34,170.8,31,75.2,23.9,39.6,270.5,437.4,10.9,249.8,902.9,24.9,8,2407.4,2431.3,22.9,1551.2,492.6,112.7,138.4,1438.4,63.5,1716.7,963,2.6,231.5,125.9,20.7,23.3,894.8,54.6,34.8,55.9,502.7,27.8,136.1,51.7,2132.8,199.8,278.2,93.1,209.3,75.2,157.3,8.7,101.8,199.9,19.6,433.1,48.4,23.7,211,13.7,82.3,22.4,34,439.2,29.4,113.3,56.2,62.2,38.7,662.3
01-12-2004,201.8,1219.8,85.1,965.9,927.2,50.3,154.5,21.9,118.7,,,,,,,,,,,,21.7,,,42.2,,,915.74,,,,,60.4,33.4,172.3,31.3,75,23.9,40.3,264,433.2,10.8,250,907.9,25.1,8.1,2399.6,2419.5,22.9,1560.3,484.4,113.3,139.8,1450.4,64,1707.4,956.6,2.2,232.6,127.6,20.7,22.9,889.3,55.5,35.6,55.7,503.8,27.5,138,51.9,2144.8,201.9,280.4,93.3,208.1,75.4,157.7,8.8,102.6,199.4,19.4,434.4,49.9,24,210,13.7,80.2,20.1,33.8,435.8,29.3,112.6,55.7,61.9,38.7,663.1
01-01-2005,196.4,1185.7,84,927.5,889,49.7,154.4,22,117.6,,,,,,,,,,,,21.83,,,41.2,,,899.4,,,,,58.6,32.5,169.7,30.6,69.5,23.5,39.4,249.7,403.9,10.6,246.8,901.4,25.1,7.6,2339,2403.7,22.2,1545.7,473.2,110.8,138.6,1408.4,62,1697,944.4,1.5,227.6,128.1,20.2,21.7,845.5,55.4,34.1,52.7,495.8,28.4,135,51.4,2094.8,198.1,275.4,93.2,204.9,74.2,155.9,8.5,102.3,194.1,19.1,433.9,43.5,23.7,207.4,13.6,80.3,20.6,33.5,424.1,29.2,108.4,56.1,60.9,38.5,659.6
01-02-2005,198.4,1198.3,84.1,939.9,901.3,49.1,155.8,22.2,119.4,,,,,,,,,,,,21.63,,,41.2,,,891.16,,,,,59.1,33.5,171.8,30.7,69.6,23.8,39.7,265.6,413.3,10.8,247.8,905.5,25.2,7.9,2366.1,2429.8,23.1,1553.5,477.1,110.9,138.9,1424.4,62.3,1719.2,963.7,1.4,228.2,130.3,20.5,21.9,866.7,55.8,34.3,53.5,502.4,28.2,136.2,52,2121.6,198.9,276.8,94,207.8,74.9,158.4,9,102.9,196.4,19.4,436.4,44.3,23.9,210.1,13.7,80.5,20.6,34,425.6,29.3,109.2,55.7,61.3,38.6,662.2
01-03-2005,200.3,1215.6,84.5,951.5,912.8,48.7,156.7,22.4,121.4,,,,,,,,,,,,21.71,,,41.3,,,896.62,,,,,59.4,33.6,172.1,31.2,69.3,24.1,40.4,268.1,421.1,10.8,248.3,910.4,25.3,8.1,2387.3,2446.1,23,1560.4,480.8,110.8,139.3,1446,62.6,1730.9,971.6,1.4,228.7,131.2,20.6,22,884.3,56.3,34.5,54.1,507.2,27.7,137.8,52.6,2137.1,200.2,279.2,94.4,208.8,76,160.6,8.9,103.3,199.4,19.5,439.2,46,24.1,213.3,13.9,79.6,19.6,34.1,424.9,29.5,109.9,55.7,61.3,38.7,666
01-04-2005,199.8,1229.6,85.4,954.4,915.7,48.3,158,22.5,122.6,,,,,,,,,,,,21.82,,,41.2,,,898.98,,,,,59.8,34.1,175.5,31.6,69.3,23.7,40.5,269.4,417.5,11,250.9,911.5,25.6,7.7,2406.3,2451.9,23.5,1569.3,470.4,111.6,139.7,1468.5,62.6,1733.9,973.9,1.7,223.7,134,20.7,22.4,902.8,57.2,34.2,54.6,509.3,27.5,138,53.4,2143.6,202.3,281.6,93.6,209.2,76.2,162.1,8.9,103.5,203.2,19.6,443.3,46.4,24.2,212.8,13.9,81.2,20.6,34.3,427.5,29.6,110.5,55.2,61.6,38.7,671.4
01-05-2005,200,1239.7,85.9,959.8,921,48.4,159,22.7,122.5,,,,,,,,,,,,21.95,,,41.3,,,906.54,,,,,59.7,34,176.4,31.5,69.2,23.9,40.5,267.5,418.9,11.2,251.7,914.9,25.8,7.9,2422.5,2459.3,23.5,1575.3,470,112.4,139.6,1482.9,63,1738.6,976.3,2.1,222.6,134.9,20.9,23,918,57.1,34.6,55,510.4,28.2,138.9,53.8,2140.4,203.4,283.1,93.5,209.5,76.8,162,8.9,103.9,205.6,19.6,447.1,46.8,24.3,214.1,13.9,81.4,20.4,34.3,430,30.1,112,55.4,62.1,38.8,674.7
01-06-2005,203.8,1253.2,86.5,969.9,930.3,48.5,161.4,22.9,123.6,,,,,,,,,,,,21.91,,,41.2,,,902.69,,,,,59.6,35.3,176.7,32.1,68.9,24,40.9,253.1,424.5,11.1,252.6,918.8,25.8,8,2451.9,2453.7,22.8,1579.8,470.4,112.7,142.1,1502.2,63.6,1732.6,961.3,2.6,222.7,136,21.2,23.8,939.5,57.7,35.2,55.2,513.6,28.2,140.2,54.1,2157.3,205.3,286,92.8,209.9,77.7,163.5,8.7,104.5,208.2,19.6,448.8,48.2,24.6,212.4,14,80.7,19.4,34.2,430.8,30.5,113.1,55.6,62.7,39.6,677.4
01-07-2005,206.8,1251.8,87.7,976.2,936.6,48.2,166,22.9,123,,,,,,,,,,,,22,,,41,,,902,,,,,59.7,35.6,174.6,30.9,69.1,24,40.2,232.4,431,11.5,253.5,923.3,25.8,7.9,2475.7,2331.9,21.5,1576.7,467,112.4,141.8,1504.8,63.5,1626.2,847.3,3,220.4,135.3,21.5,24.5,956,57.7,34.5,55.8,504.9,27,138.1,53.3,2162.9,206.6,286.1,88,204.4,76.5,162.4,7.7,105.2,209.5,19.7,447.9,47.8,24.7,195.1,14,82.6,21,33.1,432.5,30.3,113.8,55.4,62.9,39.6,678.2
01-08-2005,207.2,1257.2,87.8,989.5,950.2,47.8,166.6,22.9,122.9,,,,,,,,,,,,21.94,,,41.4,,,908.32,,,,,59.3,35.7,175.5,30.4,69.2,24,40,230.9,441.4,11.5,252.4,926.7,25.9,7.8,2493.7,2326.8,21.2,1582.4,473.3,113.4,140.8,1509.5,63.6,1625.4,847,3.1,220,136.9,21.6,24.7,967.5,58,34.6,56,504,27.6,138.5,53.9,2179.4,206.9,286.1,87.6,203.2,76.2,162.3,6.4,104.7,211.3,19.4,451.7,49.3,24.9,192.2,14.1,83.5,21.3,31.6,432.8,30.1,114.3,55.5,63.5,39.3,679.4
01-09-2005,204.4,1255.5,87.7,998.4,959.2,47.2,166.3,22.9,122.8,,,,,,,,,,,,21.94,,,41.7,,,914.9,,,,,59.4,33.5,176.3,29.7,69.4,24.2,40.1,253.1,447.7,11.5,252.2,927.6,25.9,7.9,2496.7,2390.5,22.2,1592.8,472.6,114.7,139.7,1497.3,63.9,1682.9,912.9,3,219.9,136.9,21.8,24.8,972.2,58.3,35,56.6,506.5,28,139.2,53.9,2189.7,207.5,286.4,91.4,205.6,75.9,161.7,9.2,104.6,212.1,19.4,458.5,50.7,25.2,198.8,14.1,83.2,21,34.6,435.8,29.7,114.4,56,64,39.2,681.1
01-10-2005,201.9,1245.8,87.5,990,951.2,46.6,166.8,23,121.3,,,,,,,,,,,,22.03,,,41.7,,,918.65,,,,,58.9,34.1,178,29.2,70.2,24.4,39.5,269.7,441.3,11.3,250.4,930.3,25.9,7.8,2476.4,2439.8,22,1597.7,471.5,114.2,140.4,1483,63.3,1722,954.3,2.9,219.2,139.3,22,24.9,969.1,59.6,34.9,56.9,504.5,27.4,138.3,53.9,2188,208.1,286.9,92.4,206,75.6,160.2,9,104.7,211.7,19.4,461,48.7,25.6,211.5,14,85.2,23.1,34.6,436.1,29.2,113.1,55.8,63.4,38.8,683.1
01-11-2005,201,1246.3,87.7,992,953.5,46.5,167.6,22.9,119.9,,,,,,,,,,,,21.97,,,41.6,,,913.95,,,,,59.3,34.1,179.5,28.7,73.1,24.5,39.4,274.1,443.1,11.2,250.5,931.1,26.1,7.8,2463.5,2459.1,22.1,1603.5,480.3,114.4,140.6,1480.8,63.3,1736.7,970.4,2.6,220.2,140.2,22,24.6,964.7,59.9,34.9,57.7,502.8,27.8,138.4,54.1,2198,208.3,286.4,92.4,205.8,75.1,158.6,9,105,211,19.4,463.4,46.9,25.7,215.8,14.1,83.7,21.6,34.7,436.6,29,112,55.9,63.9,38.5,683.8
01-12-2005,202.3,1255.1,88.5,989.3,950.6,46.3,169.2,22.9,119.5,,,,,,,,,,,,21.99,,,41.3,,,908.19,,,,,60,33.8,181,28.9,78,24.5,39.6,265.8,440.3,11.1,247.8,938,26.2,7.9,2460,2449.4,22.2,1612.7,478.1,114.1,141.9,1492.8,63.9,1731.9,966.2,2.2,220.2,142.1,22.1,24.3,959.9,60.5,35.7,57.7,504,27.4,139.6,54.2,2210.8,210.9,289.5,92.7,206.2,75.6,158.2,9.1,105.2,209.9,19.6,465.1,48.8,26,214.9,14.1,83.4,21,34.8,440.1,29,111.1,55.7,63.7,38.7,686.3
01-01-2006,196.9,1222.2,88,957.9,919.1,45.8,167.2,22.9,117.3,,,,,,,,,,,,22.06,,,40.2,,,886.81,,,,,58.8,33,180.8,27.8,70.6,23.4,39,252.2,417.7,11.2,245,926.6,25.6,7.4,2408.3,2431.2,21.2,1595.9,468.4,112.6,137.6,1451,61.9,1720.4,955.8,1.3,213.7,143.3,21.7,23,926.9,60.5,33.7,55.1,492.9,28.4,136,53.5,2165.4,208.2,284.9,90.8,202.1,73.7,154.8,8.9,104.3,203.6,19.8,462.7,43,25.9,210.2,14,83.4,22.6,34.5,429.1,28.3,108.9,55.7,63.5,38.8,683
01-02-2006,199.3,1240.6,88.3,968.3,929.5,45.7,168.5,23,119.5,,,,,,,,,,,,22.25,,,40.1,,,892.23,,,,,59.6,33.9,183.4,27.8,70.1,23.7,39.1,268.3,422.2,11.2,246.2,929.4,25.7,7.3,2430.9,2456.9,21.9,1606.9,476.5,113.9,137.7,1472.7,62.6,1739.1,972.8,1.3,213.9,145.8,22.1,23.4,939.4,60.9,34.1,56.2,499.3,28.9,137.2,54.2,2193.2,209.6,286.6,91.5,204.6,73.9,157.5,9,105.3,206.1,20.1,466.2,44.3,26.2,215.9,14,83.3,22.3,34.9,429.9,28.3,109.4,55.7,64.1,38.8,689.5
01-03-2006,201.3,1255.1,88.8,978,939.1,45.4,169.8,23,120.3,,,,,,,,,,,,22.36,,,40.3,,,901.11,,,,,60,34.1,184.4,28.1,70.8,23.8,39.6,271.2,429.8,11.4,247.2,932.5,26,7.6,2434.2,2473.4,21.8,1614.6,475.7,114.2,138.1,1491.7,63.2,1749.7,981,1.2,214.7,148,22.1,23.3,937.9,60.9,34.3,56.5,502.5,29,138.9,55.1,2210,211.1,288.6,91.4,205,74.5,158.6,9,105.8,207.1,20.3,468.8,44.8,26.5,219,14.1,84.4,22.7,35.2,432.5,28.5,109.7,56,64.5,38.9,693.7
01-04-2006,203.1,1262.4,88.7,982.2,943.2,44.7,169.8,22.7,120.2,,,,,,,,,,,,22.57,,,40.3,,,909.57,,,,,59.8,34.6,185.6,28.3,69.3,23.8,39.4,273.8,432.4,11.7,247.8,931.5,26,7.5,2421,2476.9,22.4,1612.4,467.9,114.4,138.6,1506.4,62.7,1753.5,981.2,1.3,213.4,149.7,22.1,23.4,932.2,61,34.4,56.7,503.9,28.7,139.4,55.7,2216.1,210.5,288.1,91.1,206.4,74.5,158.1,9,105.8,208.3,20.1,470.5,46.2,26.7,217.9,14.1,84.6,23.5,35.1,431.6,28.7,109.6,55.8,65.4,39,696.5
01-05-2006,204,1277.6,89,1000.2,960.9,44.7,171.4,22.8,123.1,,,,,,,,,,,,22.42,,,40.7,,,912.49,,,,,59.8,34.5,186.1,29.2,69.9,24.1,39.7,272.4,442.6,11.8,249.1,935.3,26.1,7.7,2460.5,2485.6,22.8,1617.3,468.8,115.6,138.8,1526.5,63.4,1757.8,980.1,2.2,213.9,151.4,22.6,24.8,965.7,62,34.8,57,510.2,29.3,141,56.6,2226.1,211.8,290.5,91.3,207.6,75.7,161.6,9.1,106,212.9,20,473.4,48.7,26.9,219.6,14.3,85.9,24.3,36,437.4,28.9,112.1,55.8,65.8,39.3,700.6
01-06-2006,208.3,1291.5,89.7,1014.7,974.9,45,173.9,23,124.3,,,,,,,,,,,,22.48,,,41,,,921.68,,,,,59.3,35.9,186.8,29.4,70.7,24.3,40.7,256.7,452.5,11.8,250.1,934.5,26.2,7.9,2487.7,2484.1,21.8,1623.5,470.9,115.4,141,1548.2,63.4,1756,967.8,2.7,214.8,152.6,23,25.7,984.7,62.9,35.2,58,514.5,28.9,142.8,56.9,2251.7,212.7,292.5,90.7,208.7,76.6,163,9,105.8,216.7,20.4,474.8,48.7,27.3,217.2,14.4,87.3,25,35.4,441.7,29.2,113.4,56.3,66.4,39.8,706.4
01-07-2006,211.7,1288,89.3,1012.4,972.4,44.6,173,22.8,122.2,,,,,,,,,,,,22.97,,,40.6,,,932.58,,,,,58.8,35.9,187.7,29.1,69.4,23.8,39.9,238.5,452.7,11.5,249.8,927.9,25.9,7.7,2483.5,2367.5,20.9,1616.5,465,116.4,139.5,1548.3,62.9,1655.1,858.4,2.9,213.6,152.8,23.3,26.2,984.1,63.1,35.3,57.4,507,28,140.9,55.8,2248.7,211,289.8,88.1,205.4,75.6,160.7,7.9,107.7,215.1,20.8,472,48,27.2,200.5,14.3,87.8,25.7,33.1,439.4,28.3,113.6,56.4,67.1,40,705.6
01-08-2006,211.1,1296.2,89.5,1025.4,985.5,44.9,173.6,22.8,122.5,,,,,,,,,,,,22.81,,,40.9,,,932.93,,,,,58.4,36,189.1,29.1,70.1,24,40,237.1,461.9,11.4,249.5,927.5,26,7.8,2500.2,2353.7,20.9,1623.7,465.1,117.9,138.8,1556.1,62.7,1644.9,850.5,3.1,213,154.3,23.5,26.6,992.9,63.6,35.9,59,511.8,28.7,141.9,56,2267.9,211.2,290.1,91.7,208.8,75.8,161.1,7.2,107.5,216.8,20.5,475.3,50.7,27.4,197.5,14.6,88.2,25.6,32.5,441.8,28.3,114.5,56.4,67.6,39.9,707.1
01-09-2006,207.3,1291.8,89.3,1031.4,991.7,45,172.7,22.7,122.9,,,,,,,,,,,,22.89,,,41,,,938.49,,,,,58.7,34.4,188.7,28.5,71,24.1,40.1,258.5,466.8,11.5,250,924.8,26.1,7.8,2498.2,2421.8,22.2,1633.8,459.7,117.6,137.6,1540.2,62.7,1704.9,915.9,3.1,213.4,153.8,23.6,26.7,989.4,63.9,36.4,59.2,512.2,29.6,142.6,56.2,2273.6,210.6,289.2,91.8,208.3,75.4,161.3,9.1,106.9,217.2,20.6,482,51.2,27.8,203.7,14.6,89,26.3,35,446.8,27.9,115.4,56.4,67.7,39.7,709.7
01-10-2006,206.5,1282.7,88.7,1035.3,995.6,44.6,172.6,22.3,120.7,,,,,,,,,,,,23.17,,,41.4,,,959.24,,,,,59,34.8,190.1,28.1,70.6,23.7,39.6,273.6,469.9,11.5,250,920,26.2,7.8,2461.4,2481.3,22.7,1637.2,456.4,117.6,138.2,1526.6,62.3,1751.2,962.9,3,212.9,154.3,23.4,26.4,967.7,64.9,36.6,59.4,510.3,30.9,141.7,55.6,2280.9,209.2,287,93.2,209.9,74.7,158.7,9.1,106.3,215.5,20.3,486,50.3,27.8,217.1,14.6,89.5,26.7,35.1,445.8,27.8,114.7,56.7,67.7,39.7,708
01-11-2006,204.8,1284.2,88.5,1033.2,993.5,44.7,172,22.3,120.1,,,,,,,,,,,,,,,,,,,,,,,59.3,34.9,191,28.1,72.5,23.6,39.4,277,468.3,11.6,250.8,918.3,26.5,7.8,2432.9,2502.2,23,1643.1,456.9,117.8,138.7,1523.4,62.3,1767.2,980.9,2.7,213.4,154.9,23.2,25.9,949.7,65.3,36.8,60.3,510,30.1,142,55.8,2284.5,208.7,286.5,93.6,210.1,74.7,157.9,9.2,106.4,214.8,20.2,489.4,48.8,28.1,221.4,14.9,90.3,26.7,35.1,447.8,27.7,113.7,57,68.3,39.7,708.8
01-12-2006,206.6,1293.6,89.5,1024.7,985.3,44.9,171.7,22.2,119.5,,,,,,,,,,,,,,,,,,,,,,,59.4,34.6,192.1,28.3,79.3,23.7,39.8,273.2,460.4,11.4,248.2,920.7,26.4,7.7,2414,2492.4,23,1651.5,463.8,118.4,140.4,1535.7,62.4,1760.4,976.5,2.1,214.5,155.1,23.1,25.2,934,66.5,37.4,60.7,510.1,29.3,142.9,55.7,2290.4,210.4,288.1,93.9,210.1,74.6,157.1,9.1,106.4,213.3,20.2,492.3,49.6,28.4,220.7,14.8,89.8,25.9,35.5,453.7,27.8,112.5,57.1,68.5,39.4,711.6
01-01-2007,202.6,1261,87.7,977.6,938.1,44.8,169.7,22.2,116.4,,,,,,,,,,,,,,,,,,,,,,,58.2,33.5,193.4,26.6,70.6,23.3,38.9,260.6,424.8,11.5,246.3,906,25.9,7.4,2360.6,2475.1,22.3,1648,463.8,116.2,135.9,1496.5,60.8,1749.1,964.6,1.4,207.8,150.3,23.2,24.6,899.2,65.1,35.7,57.4,498.5,29.7,138.7,54.3,2213.4,204.1,279.6,93.3,206.2,72.5,153.6,9.3,102.3,206,19.8,492.1,44.4,27.3,215.8,14.7,88.1,25.4,35,440.3,27.6,109.7,57.5,69.3,39.5,703.8
01-02-2007,203.5,1275,88.3,987.4,947.7,45.1,170.7,22.3,117.5,,,,,,,,,,,,,,,,,,,,,,,58.8,34.7,195.6,27,70.5,23.9,39,279,429.2,11.6,245.2,912.2,25.8,7.4,2372.6,2498.8,23.3,1663.6,471.6,117.6,137.2,1514,61.5,1768.4,981.1,1.4,208.3,153.9,23.4,24.8,904.7,66.1,35.8,58.3,505.7,30.7,139.8,55.1,2241.1,206.3,282.5,94.2,210.6,73.2,155.3,9.3,103.5,206.7,20.2,497.9,44.6,27.7,220.5,15,87.9,24.8,35.4,440.9,28,109.9,57.5,69.3,39.7,708.2
01-03-2007,204.6,1290.4,88.7,998.1,958.1,44.7,172.1,22.2,119.8,,,,,,,,,,,,,,,,,,,,,,,59.6,34.9,195.7,27.4,70.3,24.2,39.1,284.1,436.8,11.6,245.5,913.9,25.9,7.5,2389.5,2521.2,23.3,1675.2,473.9,117.3,137.6,1534.5,61.8,1785.5,994.2,1.3,208.9,155.3,23.3,24.6,918.6,66.4,36.2,58.9,509.3,30,141,55.7,2256.9,207.1,283.9,93.5,210.5,73.8,157.8,9.4,103.9,209.6,20.4,502.5,45.2,28,223.7,15.1,84.3,20.9,36.1,439.1,27.9,111.5,57.8,69.4,40,712.8
01-04-2007,206.9,1299.2,87.7,986.4,946.5,45.3,174.9,22.2,119.4,,,,,,,,,,,,,,,,,,,,,,,58.8,35.7,195.3,27.4,69.3,24.2,38.7,283,427.7,11.7,247,905.1,25.9,7.4,2376.4,2524.9,23.5,1670.9,465,115.5,136.3,1547.9,61,1787.7,993.8,1.8,206.4,156.1,23.5,25.3,915.9,66,36.3,58.5,507.2,28.6,141.2,56.2,2244.5,204.3,280.9,91.3,209.3,73.6,156.7,9.2,105.7,211.8,20.3,503.9,46.1,27.5,222.9,14.9,88.5,25.5,35.5,442.3,27.9,111.2,57.5,69.5,39.9,711.8
01-05-2007,208.1,1314.3,88.3,998,957.4,45.8,176,22.3,120.1,,,,,,,,,,,,,,,,,,,,,,,58.5,35.7,197.1,27.9,69.6,24.3,39,283.2,433.5,11.8,247.5,904.2,26,7.6,2394.6,2535.4,23.5,1679.4,470.6,117.1,137,1569.1,61.4,1793.3,996,2.5,207.6,158.4,23.8,26.3,929.8,66.4,36.7,58.9,511.2,28.7,143.1,57.3,2251.8,205.7,283.3,91.6,210.5,74.6,157.6,9.5,106.5,214.9,20.5,506.9,48,27.9,224.4,15,88.1,24.4,36.4,446.3,27.9,113.1,57.6,70,40.6,715.4
01-06-2007,212.3,1326.1,89.1,1005.7,964.4,46.1,178.4,22.5,121.3,,,,,,,,,,,,,,,,,,,,,,,58.3,37.7,197.9,28.5,69.9,24.7,39.6,262.8,436.9,12,247.9,903.6,26.2,7.8,2422.6,2534.5,23.4,1688.7,474,117.7,139.9,1590.3,61.8,1791.5,983.9,2.8,208.7,160.2,24.2,27,944.8,67,37.1,59.3,516.8,27.9,144.6,57.8,2269.9,207.1,286,91,213.1,75.8,159.1,9.2,107.7,218.1,20.7,508.8,48.5,28,223.1,15.3,88.2,23.5,36.5,449.6,28,114.5,57.3,70.9,41.3,718.2
01-07-2007,216.3,1325.2,89.5,1004.3,963.3,46.8,180.1,23,120.8,,,,,,,,,,,,,,,,,,,,,,,58,37.3,199.2,28.4,69.8,24.7,39.5,248.6,434.3,11.8,248.8,899.1,26.3,7.6,2429.5,2407.3,22.2,1688.9,471.9,119.3,139.6,1593.3,62.2,1682.3,870.8,3,208.5,160.9,24.7,27.7,946.4,66.8,37.2,59.8,514.4,28.3,144.4,57.7,2267.1,206.8,285.9,90,211.2,75.9,158.8,8.2,106,218.2,21.3,504.9,48.3,28.5,203.6,15.2,89.1,24.7,35.9,452.7,27.8,115.3,58,71.9,41,721
